student_id,resource_id,rating,time_spent_minutes,completed
STU-2026-0007,RES-007,5,23,true
STU-2026-0007,RES-060,3,47,true
STU-2026-0007,RES-038,2,15,true
STU-2026-0008,RES-097,3,11,false
STU-2026-0008,RES-008,3,28,true
STU-2026-0008,RES-037,5,23,true
STU-2026-0008,RES-060,NaN,31,true
STU-2026-0008,RES-078,2,16,true
STU-2026-0008,RES-085,4,24,true
STU-2026-0008,RES-057,5,11,true
STU-2026-0008,RES-062,3,17,true
STU-2026-0008,RES-080,1,13,false
STU-2026-0008,RES-028,NaN,14,false
STU-2026-0008,RES-031,5,18,true
STU-2026-0008,RES-047,4,20,true
STU-2026-0008,RES-035,3,15,true
STU-2026-0008,RES-064,4,15,true
STU-2026-0008,RES-002,NaN,31,true
STU-2026-0008,RES-087,4,15,true
STU-2026-0008,RES-081,NaN,8,false
STU-2026-0008,RES-007,4,26,true
STU-2026-0008,RES-061,4,37,true
STU-2026-0008,RES-056,NaN,36,true
STU-2026-0008,RES-079,5,37,true
STU-2026-0008,RES-014,4,27,true
STU-2026-0008,RES-021,5,21,true
STU-2026-0008,RES-054,5,30,true
STU-2026-0009,RES-044,NaN,23,true
STU-2026-0009,RES-066,5,15,true
STU-2026-0009,RES-043,3,23,true
STU-2026-0009,RES-096,3,16,true
STU-2026-0009,RES-041,3,17,true
STU-2026-0009,RES-059,1,3,false
STU-2026-0009,RES-018,4,24,true
STU-2026-0009,RES-011,3,17,true
STU-2026-0009,RES-082,5,14,true
STU-2026-0009,RES-006,4,13,true
STU-2026-0010,RES-031,5,14,true
STU-2026-0010,RES-053,4,16,true
STU-2026-0010,RES-007,4,17,true
STU-2026-0010,RES-061,4,32,true
STU-2026-0010,RES-068,2,3,false
STU-2026-0010,RES-063,3,22,true
STU-2026-0010,RES-056,NaN,29,true
STU-2026-0010,RES-023,NaN,12,false
STU-2026-0010,RES-043,4,21,true
STU-2026-0010,RES-083,5,22,true
STU-2026-0010,RES-059,NaN,18,true
STU-2026-0010,RES-003,5,11,true
STU-2026-0010,RES-089,4,26,true
STU-2026-0010,RES-005,5,28,true
STU-2026-0010,RES-088,5,34,true
STU-2026-0010,RES-072,4,26,true
STU-2026-0010,RES-055,3,20,true
STU-2026-0010,RES-013,NaN,10,true
STU-2026-0010,RES-051,5,12,true
STU-2026-0010,RES-002,4,40,true
STU-2026-0010,RES-040,NaN,18,false
STU-2026-0011,RES-033,5,18,true
STU-2026-0011,RES-064,3,15,true
STU-2026-0011,RES-073,5,29,true
STU-2026-0011,RES-090,4,26,true
STU-2026-0011,RES-043,4,31,true
STU-2026-0011,RES-075,5,36,true
STU-2026-0011,RES-083,5,19,true
STU-2026-0011,RES-017,NaN,27,true
STU-2026-0011,RES-066,4,11,true
STU-2026-0012,RES-092,2,36,true
STU-2026-0012,RES-066,5,15,true
STU-2026-0012,RES-009,5,38,true
STU-2026-0012,RES-065,4,22,true
STU-2026-0012,RES-081,NaN,27,true
STU-2026-0012,RES-015,2,18,false
STU-2026-0012,RES-028,4,27,true
STU-2026-0012,RES-041,3,19,true
STU-2026-0013,RES-078,2,8,false
STU-2026-0013,RES-056,4,33,true
STU-2026-0013,RES-063,5,18,true
STU-2026-0013,RES-030,2,15,false
STU-2026-0013,RES-032,NaN,22,true
STU-2026-0013,RES-034,2,26,true
STU-2026-0013,RES-088,4,25,true
STU-2026-0013,RES-064,5,10,true
STU-2026-0013,RES-020,5,16,true
STU-2026-0013,RES-023,4,27,true
STU-2026-0014,RES-010,4,34,true
STU-2026-0014,RES-083,4,23,true
STU-2026-0014,RES-018,4,19,true
STU-2026-0014,RES-065,2,19,true
STU-2026-0014,RES-093,1,7,false
STU-2026-0014,RES-001,5,12,true
STU-2026-0014,RES-089,5,21,true
STU-2026-0014,RES-004,5,13,true
STU-2026-0014,RES-034,3,31,true
STU-2026-0014,RES-081,5,25,true
STU-2026-0014,RES-050,3,34,true
STU-2026-0014,RES-009,NaN,7,false
STU-2026-0014,RES-028,NaN,11,false
STU-2026-0014,RES-025,2,20,true
STU-2026-0015,RES-001,4,20,true
STU-2026-0015,RES-054,4,36,true
STU-2026-0015,RES-098,NaN,18,false
STU-2026-0015,RES-028,5,26,true
STU-2026-0015,RES-051,4,19,true
STU-2026-0015,RES-095,4,21,true
STU-2026-0015,RES-036,4,21,true
STU-2026-0015,RES-022,NaN,14,false
STU-2026-0015,RES-019,5,39,true
STU-2026-0015,RES-012,NaN,23,true
STU-2026-0015,RES-058,NaN,22,true
STU-2026-0015,RES-009,5,8,true
STU-2026-0015,RES-072,4,29,true
STU-2026-0015,RES-066,4,15,true
STU-2026-0015,RES-006,3,12,true
STU-2026-0016,RES-063,4,24,true
STU-2026-0016,RES-034,5,28,true
STU-2026-0016,RES-003,NaN,2,false
STU-2026-0016,RES-090,3,19,true
STU-2026-0016,RES-047,3,22,true
STU-2026-0016,RES-032,NaN,22,true
STU-2026-0016,RES-084,NaN,20,true
STU-2026-0016,RES-029,4,56,true
STU-2026-0016,RES-049,5,8,true
STU-2026-0016,RES-038,5,18,true
STU-2026-0016,RES-036,3,16,true
STU-2026-0016,RES-089,NaN,15,false
STU-2026-0016,RES-012,NaN,2,false
STU-2026-0016,RES-052,4,27,true
STU-2026-0016,RES-069,5,27,true
STU-2026-0016,RES-074,2,7,false
STU-2026-0016,RES-058,3,21,true
STU-2026-0016,RES-065,3,20,true
STU-2026-0016,RES-011,5,12,true
STU-2026-0016,RES-085,3,31,true
STU-2026-0016,RES-004,5,10,true
STU-2026-0016,RES-078,5,25,true
STU-2026-0016,RES-009,NaN,1,false
STU-2026-0016,RES-099,5,34,true
STU-2026-0017,RES-050,4,31,true
STU-2026-0017,RES-011,4,14,true
STU-2026-0017,RES-088,5,33,true
STU-2026-0017,RES-095,NaN,6,false
STU-2026-0017,RES-073,NaN,20,true
STU-2026-0017,RES-028,4,29,true
STU-2026-0017,RES-042,5,12,true
STU-2026-0017,RES-023,4,23,true
STU-2026-0018,RES-033,4,23,true
STU-2026-0018,RES-004,4,13,true
STU-2026-0018,RES-076,5,44,true
STU-2026-0018,RES-040,NaN,27,true
STU-2026-0018,RES-083,4,23,true
STU-2026-0018,RES-014,5,24,true
STU-2026-0018,RES-041,5,15,true
STU-2026-0018,RES-052,4,19,true
STU-2026-0018,RES-062,NaN,15,true
STU-2026-0018,RES-025,5,20,true
STU-2026-0018,RES-075,4,46,true
STU-2026-0018,RES-058,3,20,true
STU-2026-0018,RES-032,4,20,true
STU-2026-0018,RES-011,4,13,true
STU-2026-0018,RES-071,4,16,true
STU-2026-0018,RES-044,5,26,true
STU-2026-0018,RES-063,4,19,true
STU-2026-0018,RES-077,NaN,21,true
STU-2026-0018,RES-043,5,28,true
STU-2026-0018,RES-053,5,16,true
STU-2026-0018,RES-054,4,40,true
STU-2026-0018,RES-084,4,16,true
STU-2026-0018,RES-021,4,18,true
STU-2026-0018,RES-066,5,12,true
STU-2026-0018,RES-092,3,34,true
STU-2026-0019,RES-036,NaN,16,true
STU-2026-0019,RES-092,NaN,40,true
STU-2026-0019,RES-071,NaN,4,false
STU-2026-0019,RES-042,4,11,true
STU-2026-0019,RES-007,4,24,true
STU-2026-0019,RES-068,4,12,true
STU-2026-0019,RES-024,3,27,true
STU-2026-0019,RES-052,5,20,true
STU-2026-0019,RES-075,4,41,true
STU-2026-0019,RES-050,3,20,true
STU-2026-0019,RES-090,3,22,true
STU-2026-0019,RES-088,NaN,31,true
STU-2026-0019,RES-070,4,41,true
STU-2026-0019,RES-100,4,21,true
STU-2026-0020,RES-030,NaN,32,true
STU-2026-0020,RES-005,1,4,false
STU-2026-0020,RES-039,4,18,true
STU-2026-0020,RES-040,5,34,true
STU-2026-0020,RES-037,4,28,true
STU-2026-0020,RES-058,4,24,true
STU-2026-0020,RES-054,3,13,false
STU-2026-0020,RES-008,3,36,true
STU-2026-0020,RES-024,3,35,true
STU-2026-0020,RES-028,5,21,true
STU-2026-0020,RES-032,4,18,true
STU-2026-0020,RES-095,5,15,true
STU-2026-0020,RES-076,5,46,true
STU-2026-0020,RES-016,5,19,true
STU-2026-0020,RES-059,4,17,true
STU-2026-0020,RES-060,4,44,true
STU-2026-0020,RES-080,NaN,12,false
STU-2026-0020,RES-022,3,24,true
STU-2026-0020,RES-074,2,13,false
STU-2026-0020,RES-055,2,21,true
STU-2026-0020,RES-019,NaN,7,false
STU-2026-0020,RES-087,3,7,false
STU-2026-0020,RES-086,3,4,false
STU-2026-0020,RES-092,NaN,30,true
STU-2026-0020,RES-036,NaN,23,true
STU-2026-0021,RES-066,NaN,9,false
STU-2026-0021,RES-092,NaN,15,false
STU-2026-0021,RES-031,5,18,true
STU-2026-0021,RES-033,2,15,true
STU-2026-0021,RES-024,4,37,true
STU-2026-0021,RES-080,3,19,true
STU-2026-0021,RES-015,4,46,true
STU-2026-0021,RES-063,4,20,true
STU-2026-0021,RES-035,5,17,true
STU-2026-0021,RES-004,5,12,true
STU-2026-0021,RES-019,4,30,true
STU-2026-0021,RES-061,5,27,true
STU-2026-0021,RES-073,3,26,true
STU-2026-0021,RES-078,2,9,false
STU-2026-0021,RES-071,4,16,true
STU-2026-0021,RES-085,NaN,17,false
STU-2026-0021,RES-038,NaN,17,true
STU-2026-0021,RES-043,NaN,28,true
STU-2026-0021,RES-052,4,22,true
STU-2026-0021,RES-082,NaN,11,true
STU-2026-0021,RES-022,4,30,true
STU-2026-0022,RES-021,NaN,15,false
STU-2026-0022,RES-018,3,20,true
STU-2026-0022,RES-034,1,6,false
STU-2026-0022,RES-026,3,26,true
STU-2026-0022,RES-049,4,12,true
STU-2026-0022,RES-072,1,4,false
STU-2026-0022,RES-004,5,11,true
STU-2026-0022,RES-036,4,24,true
STU-2026-0022,RES-069,3,19,true
STU-2026-0022,RES-033,2,12,false
STU-2026-0022,RES-011,3,13,true
STU-2026-0022,RES-028,3,27,true
STU-2026-0022,RES-090,3,26,true
STU-2026-0022,RES-064,NaN,16,true
STU-2026-0022,RES-045,3,8,false
STU-2026-0023,RES-095,2,15,true
STU-2026-0023,RES-027,5,39,true
STU-2026-0023,RES-098,5,25,true
STU-2026-0023,RES-017,3,22,true
STU-2026-0023,RES-069,3,22,true
STU-2026-0023,RES-092,4,35,true
STU-2026-0023,RES-078,4,27,true
STU-2026-0023,RES-003,5,13,true
STU-2026-0023,RES-048,4,23,true
STU-2026-0023,RES-001,5,19,true
STU-2026-0023,RES-010,NaN,31,true
STU-2026-0023,RES-065,5,20,true
STU-2026-0023,RES-014,5,20,true
STU-2026-0023,RES-079,NaN,37,true
STU-2026-0023,RES-042,NaN,12,true
STU-2026-0023,RES-072,5,24,true
STU-2026-0023,RES-093,4,18,true
STU-2026-0023,RES-029,4,41,true
STU-2026-0023,RES-097,NaN,22,true
STU-2026-0023,RES-044,4,21,true
STU-2026-0023,RES-013,NaN,6,false
STU-2026-0023,RES-019,5,37,true
STU-2026-0024,RES-063,4,28,true
STU-2026-0024,RES-048,5,23,true
STU-2026-0024,RES-069,5,17,true
STU-2026-0024,RES-030,5,32,true
STU-2026-0024,RES-017,3,22,true
STU-2026-0024,RES-035,1,11,false
STU-2026-0024,RES-040,5,40,true
STU-2026-0024,RES-066,5,15,true
STU-2026-0024,RES-051,NaN,2,false
STU-2026-0024,RES-052,4,22,true
STU-2026-0024,RES-055,2,11,false
STU-2026-0024,RES-047,NaN,21,true
STU-2026-0024,RES-057,5,15,true
STU-2026-0024,RES-095,4,15,true
STU-2026-0024,RES-097,4,18,true
STU-2026-0024,RES-046,3,10,true
STU-2026-0025,RES-027,5,32,true
STU-2026-0025,RES-022,4,33,true
STU-2026-0025,RES-074,4,20,true
STU-2026-0025,RES-064,3,15,true
STU-2026-0025,RES-017,4,29,true
STU-2026-0025,RES-062,3,18,true
STU-2026-0025,RES-023,5,27,true
STU-2026-0025,RES-100,4,26,true
STU-2026-0026,RES-032,4,21,true
STU-2026-0026,RES-009,NaN,8,true
STU-2026-0026,RES-071,NaN,18,true
STU-2026-0026,RES-060,5,44,true
STU-2026-0026,RES-058,4,17,true
STU-2026-0026,RES-028,3,22,true
STU-2026-0026,RES-035,5,14,true
STU-2026-0026,RES-087,5,18,true
STU-2026-0026,RES-055,3,23,true
STU-2026-0026,RES-001,NaN,11,false
STU-2026-0026,RES-062,NaN,19,true
STU-2026-0026,RES-021,4,22,true
STU-2026-0026,RES-066,4,10,true
STU-2026-0027,RES-074,4,20,true
STU-2026-0027,RES-030,4,32,true
STU-2026-0027,RES-047,3,17,true
STU-2026-0027,RES-081,NaN,6,false
STU-2026-0027,RES-055,3,22,true
STU-2026-0027,RES-058,NaN,18,true
STU-2026-0027,RES-044,3,25,true
STU-2026-0027,RES-059,NaN,4,false
STU-2026-0027,RES-056,5,26,true
STU-2026-0027,RES-053,4,20,true
STU-2026-0027,RES-051,NaN,8,false
STU-2026-0027,RES-065,NaN,21,true
STU-2026-0027,RES-042,5,11,true
STU-2026-0027,RES-087,5,23,true
STU-2026-0027,RES-073,5,25,true
STU-2026-0027,RES-038,NaN,12,false
STU-2026-0027,RES-024,3,28,true
STU-2026-0027,RES-048,3,21,true
STU-2026-0027,RES-052,5,27,true
STU-2026-0027,RES-012,5,17,true
STU-2026-0027,RES-028,2,23,true
STU-2026-0028,RES-034,5,33,true
STU-2026-0028,RES-092,5,28,true
STU-2026-0028,RES-073,NaN,29,true
STU-2026-0028,RES-081,4,40,true
STU-2026-0028,RES-036,4,24,true
STU-2026-0028,RES-002,5,34,true
STU-2026-0028,RES-056,2,36,true
STU-2026-0028,RES-024,NaN,30,true
STU-2026-0028,RES-031,5,14,true
STU-2026-0028,RES-097,NaN,16,true
STU-2026-0028,RES-060,4,32,true
STU-2026-0028,RES-021,4,23,true
STU-2026-0028,RES-065,4,21,true
STU-2026-0028,RES-100,2,26,true
STU-2026-0028,RES-010,5,36,true
STU-2026-0028,RES-051,1,2,false
STU-2026-0028,RES-020,NaN,10,false
STU-2026-0028,RES-035,4,17,true
STU-2026-0029,RES-082,2,3,false
STU-2026-0029,RES-067,5,27,true
STU-2026-0029,RES-030,NaN,10,false
STU-2026-0029,RES-057,5,14,true
STU-2026-0029,RES-094,3,42,true
STU-2026-0029,RES-003,NaN,12,true
STU-2026-0029,RES-085,4,35,true
STU-2026-0029,RES-097,4,17,true
STU-2026-0029,RES-048,4,15,true
STU-2026-0029,RES-053,4,18,true
STU-2026-0029,RES-098,3,24,true
STU-2026-0029,RES-047,NaN,19,true
STU-2026-0029,RES-054,5,31,true
STU-2026-0029,RES-086,NaN,15,true
STU-2026-0029,RES-045,5,43,true
STU-2026-0029,RES-084,5,21,true
STU-2026-0030,RES-017,4,32,true
STU-2026-0030,RES-065,3,20,true
STU-2026-0030,RES-004,4,9,true
STU-2026-0030,RES-092,5,26,true
STU-2026-0030,RES-018,NaN,25,true
STU-2026-0030,RES-073,2,19,true
STU-2026-0030,RES-080,5,24,true
STU-2026-0030,RES-082,4,11,true
STU-2026-0030,RES-049,NaN,13,true
STU-2026-0030,RES-055,NaN,24,true
STU-2026-0030,RES-030,3,23,true
STU-2026-0030,RES-003,4,13,true
STU-2026-0034,RES-068,5,1,False
STU-2026-0034,RES-089,3,19,True
STU-2026-0034,RES-073,5,3,False
STU-2026-0034,RES-095,3,14,True
STU-2026-0034,RES-016,5,22,True
STU-2026-0034,RES-009,5,19,True
STU-2026-0034,RES-015,4,18,False
STU-2026-0034,RES-036,4,25,True
STU-2026-0034,RES-090,3,1,False
STU-2026-0034,RES-033,4,6,False
STU-2026-0034,RES-064,4,15,True
STU-2026-0034,RES-007,3,22,True
STU-2026-0034,RES-093,5,17,True
STU-2026-0034,RES-018,5,16,True
STU-2026-0034,RES-002,4,17,True
STU-2026-0034,RES-008,5,33,True
STU-2026-0035,RES-062,5,6,False
STU-2026-0035,RES-008,3,26,True
STU-2026-0035,RES-082,3,5,False
STU-2026-0035,RES-038,4,2,False
STU-2026-0035,RES-040,3,35,True
STU-2026-0035,RES-094,5,31,True
STU-2026-0035,RES-037,5,30,True
STU-2026-0035,RES-078,3,26,True
STU-2026-0035,RES-033,3,17,True
STU-2026-0035,RES-083,5,18,True
STU-2026-0035,RES-034,5,8,False
STU-2026-0035,RES-098,3,34,True
STU-2026-0035,RES-099,4,25,True
STU-2026-0035,RES-039,3,13,True
STU-2026-0035,RES-029,3,21,False
STU-2026-0035,RES-080,5,7,False
STU-2026-0036,RES-035,3,16,True
STU-2026-0036,RES-043,5,28,True
STU-2026-0036,RES-099,5,37,True
STU-2026-0036,RES-045,3,35,True
STU-2026-0036,RES-087,3,15,True
STU-2026-0036,RES-014,5,5,False
STU-2026-0037,RES-096,5,18,True
STU-2026-0037,RES-063,5,23,True
STU-2026-0037,RES-090,5,9,False
STU-2026-0037,RES-080,5,1,False
STU-2026-0037,RES-094,5,22,False
STU-2026-0037,RES-009,5,13,False
STU-2026-0037,RES-070,4,34,True
STU-2026-0037,RES-054,5,24,True
STU-2026-0037,RES-017,5,9,False
STU-2026-0037,RES-056,3,17,False
STU-2026-0037,RES-089,5,5,False
STU-2026-0037,RES-011,3,15,True
STU-2026-0037,RES-051,5,13,True
STU-2026-0037,RES-081,3,17,False
STU-2026-0038,RES-024,3,39,True
STU-2026-0038,RES-049,4,10,True
STU-2026-0038,RES-097,5,17,True
STU-2026-0038,RES-092,5,3,False
STU-2026-0038,RES-094,5,27,True
STU-2026-0038,RES-050,5,5,False
STU-2026-0038,RES-090,3,25,True
STU-2026-0038,RES-056,5,35,True
STU-2026-0038,RES-075,5,38,True
STU-2026-0038,RES-091,5,4,False
STU-2026-0038,RES-047,5,26,True
STU-2026-0038,RES-093,3,19,True
STU-2026-0039,RES-092,4,26,True
STU-2026-0039,RES-075,3,49,True
STU-2026-0039,RES-006,3,8,True
STU-2026-0039,RES-059,3,1,False
STU-2026-0039,RES-038,4,14,True
STU-2026-0039,RES-087,4,17,True
STU-2026-0039,RES-053,5,4,False
STU-2026-0039,RES-012,5,25,True
STU-2026-0039,RES-074,4,23,True
STU-2026-0039,RES-005,5,21,True
STU-2026-0039,RES-004,4,11,True
STU-2026-0039,RES-093,5,12,True
STU-2026-0039,RES-011,3,11,False
STU-2026-0039,RES-083,3,19,True
STU-2026-0040,RES-039,5,15,True
STU-2026-0040,RES-082,3,12,True
STU-2026-0040,RES-007,3,19,True
STU-2026-0040,RES-035,3,13,True
STU-2026-0040,RES-078,3,9,False
STU-2026-0040,RES-098,3,8,False
STU-2026-0040,RES-053,3,19,True
STU-2026-0040,RES-043,3,2,False
STU-2026-0040,RES-037,4,26,True
STU-2026-0041,RES-023,4,13,False
STU-2026-0041,RES-100,5,28,True
STU-2026-0041,RES-064,3,8,False
STU-2026-0041,RES-088,3,23,True
STU-2026-0041,RES-070,5,26,True
STU-2026-0041,RES-016,5,14,True
STU-2026-0041,RES-091,3,20,True
STU-2026-0041,RES-007,3,24,True
STU-2026-0041,RES-063,5,3,False
STU-2026-0042,RES-014,4,20,True
STU-2026-0042,RES-065,3,23,True
STU-2026-0042,RES-085,5,22,True
STU-2026-0042,RES-087,5,23,True
STU-2026-0042,RES-042,3,11,True
STU-2026-0042,RES-041,3,6,False
STU-2026-0042,RES-084,5,16,True
STU-2026-0042,RES-089,4,8,False
STU-2026-0042,RES-088,3,3,False
STU-2026-0042,RES-005,3,29,True
STU-2026-0042,RES-043,5,23,True
STU-2026-0042,RES-086,3,16,True
STU-2026-0042,RES-076,4,12,False
STU-2026-0042,RES-098,5,35,True
